codigo_produto,descricaoproduto,codigo_familia,custo_produto_unitario
1645300,Elegant Clothing Orange #760,130,26.63
1651300,Comfortable Bathroom Fixtures Yellow #367,CS,139.64
1651400,Sophisticated Bathroom Fixtures Magenta #341,CS,139.64
1651600,Modern Bathroom Fixtures Brown #589,CS,139.64
1651700,Luxurious Bathroom Fixtures Red #151,CS,139.64
1656700,Eco-Friendly Home Appliances Orange #760,MMS,510.77
1656900,Beautiful Home Appliances Red #892,MMS,507.96
1657700,Sustainable Food Maroon #177,36,9.42
1657800,Elegant Food Magenta #589,36,9.42
1657900,Beautiful Food Orange #713,36,9.42
1660000,Practical Beauty Products Magenta #276,35,49.82
1663900,Eco-Friendly Clothing Black #701,130,135.03
1666100,Sustainable Creativity Green #895,DESA,7.55
1666200,Modern Software Cyan #166,036,61.89
1669700,Innovative Arts and Crafts Black #977,190,45.32
1679201,Luxurious Home Appliances Magenta #628,MMS,0.0
1679300,Practical Home Appliances Navy #244,MMS,507.09
1704300,Comfortable Watches Yellow #231,CSF,100.8
1704500,Sustainable Clothing Olive #295,130,6.31
1707500,Innovative Watches Teal #961,CSF,146.29
1721000,Delicious Watches White #947,CSF,96.0
1721500,Innovative Watches Orange #939,CSF,96.0
1755500,Elegant Electronics White #665,27,149.27
1757100,Delicious Toys Brown #480,42,888.82
1758200,Long-Lasting Outdoor Gear Lime #592,60,6.2
1772100,Modern Outdoor Gear Lime #459,60,8.3
1775100,Useful Musical Instruments Purple #775,CSFC,219.44
1802700,Durable Consoles Brown #920,CBE,773.75
1806700,Modern Hardware Cyan #170,OJP,149.33
1837500,Luxurious Books Brown #819,49,104.58
1837600,Versatile Books Orange #679,49,117.04
1838400,High-Quality Books Cyan #327,49,77.51
1870700,Elegant Software Silver #249,OTMO,160.0
1870800,Durable Software Gray #195,OTMO,160.0
1871000,Practical Software Brown #676,OTMO,160.0
1871100,Luxurious Software Olive #621,OTMO,160.0
1871200,Sustainable Software Pink #227,OTMO,160.0
1881500,Versatile Tires and Wheels Lime #709,MCAT,62.41
1881702,Comfortable Tires and Wheels Magenta #630,MCAT,65.28
1885100,Practical Software Gray #920,036,24.29
1886800,Durable Consoles Black #470,CBE,502.98
1890100,Durable Marine Supplies Purple #731,FXA,139.19
1894400,Durable Outdoor Gear Red #199,60,23.94
1898500,Sophisticated Electronics Pink #784,27,153.4
1899400,Fun Electronics Gold #688,27,138.83
1899700,Practical Electronics Gold #213,27,153.4
1899900,Elegant Electronics Teal #451,27,153.4
1900100,Eco-Friendly Electronics Gold #243,27,110.02
1900400,High-Quality Electronics Yellow #482,27,110.02
1900600,Stylish Electronics Black #668,27,110.02
1900900,Elegant Electronics Olive #287,27,110.02
1907000,Sophisticated Tools Cyan #600,BB,123.0
1918900,Durable Video Games Olive #308,CPOC,28.63
1920100,High-Quality Jewelry Magenta #425,CR,1429.9
1920101,Useful Jewelry Orange #553,CR,1299.0
1920200,Useful Wall Decor Blue #604,CRS,400.0
1926200,Practical Cleaning Supplies Teal #46,19,103.33
1926500,Useful Video Games Magenta #318,CPOC,33.16
1929100,Stylish Outdoor Gear Teal #353,60,2.91
1929900,Long-Lasting Construction Equipment Maroon #334,DFM,9.93
1930201,Versatile Construction Equipment Gold #904,DFM,1.56
1930203,Fun Construction Equipment Navy #544,DFM,1.63
1930300,Versatile Construction Equipment Lime #723,DFM,10.88
1931000,Beautiful Construction Equipment Cyan #943,DFM,2.52
1942100,Fun Vehicle Accessories Lime #364,CRM,330.0
1944500,Modern Outdoor Gear Orange #668,60,15.45
1956600,Comfortable Video Games Green #380,CPOC,43.92
1957600,Practical Books Green #127,26,66.32
1962300,High-Quality Watches Maroon #969,CSF,124.8
1968800,Beautiful Household Goods White #220,1,289.79
1970700,Sustainable Watches Yellow #155,CSF,130.91
1970800,Delicious Watches Gold #749,CSF,130.91
1977200,Elegant Hobbies Maroon #963,18,22.93
1981300,Luxurious Automotive Parts and Accessories Gray #663,333,799.0
1981500,Elegant Pet Food Blue #149,DSF,9.19
1981902,Innovative Electronics Green #559,27,112.98
1981903,Luxurious Electronics Pink #176,27,112.98
1982000,Beautiful Electronics Brown #349,27,189.36
1982100,Sustainable Electronics Black #893,27,172.08
1993800,Sustainable Watches Brown #337,CSF,72.0
1994100,Eco-Friendly Watches Teal #961,CSF,72.0
1996200,Delicious Watches Magenta #345,CSF,130.91
1996800,Luxurious Watches Teal #728,CSF,130.91
1997000,Innovative Watches Lime #311,CSF,130.91
1997100,Innovative Watches Green #413,CSF,130.91
1997200,Sustainable Watches Silver #3,CSF,130.91
2000600,Elegant Beverages Brown #257,38,232.65
2001400,Long-Lasting Collectibles Blue #606,75,305.52
2008300,Elegant Bathroom Fixtures Navy #849,CS,117.82
2009300,Powerful Bathroom Fixtures Red #88,CS,117.82
2013700,Elegant Video Games Red #399,HBE,55.0
2015900,Eco-Friendly Software Silver #910,036,21.37
2021100,Powerful Audiobooks Maroon #530,33,145.0
2025100,Long-Lasting Automotive Parts and Accessories Magenta #330,333,799.0
2026100,Elegant Office Supplies Gray #782,DLN,8.68
2026104,Elegant Office Supplies Magenta #725,DLN,12.08
2026700,Sustainable Automotive Parts and Accessories Purple #557,333,1606.63
2027600,High-Quality Streaming Services Purple #70,ENT,86.52
2027800,Eco-Friendly Books Green #602,26,58.17
2030900,Durable Personal Care Gray #804,MSH,195.82
2032300,Stylish Grocery Items Gray #436,ELE,73.13
2032500,Fun Grocery Items Gold #79,ELE,100.19
2032600,Modern Grocery Items Green #166,ELE,24.86
2036400,Beautiful Construction Equipment Silver #899,DFM,32.83
2041100,Delicious Watches Blue #497,CSF,148.37
2063100,Innovative Watches Gray #573,CSF,109.09
2063200,Fun Watches Magenta #813,CSF,109.09
2063700,Sophisticated Watches Gray #188,CSF,100.36
2068000,Innovative Arts and Crafts Teal #314,190,45.7
2070200,Practical Vehicle Accessories Pink #515,CRM,361.88
2071200,Sustainable Toys Magenta #872,42,1678.95
2071601,Beautiful Books Gold #135,49,56.47
2071900,Fun Outdoor Gear Orange #842,60,34.9
2078100,Delicious Watches Teal #72,CSF,130.91
2078200,Comfortable Watches Yellow #639,CSF,130.91
2078300,Elegant Watches Navy #358,CSF,130.91
2078600,Stylish Watches Green #71,CSF,139.64
2078900,Sustainable Watches Gray #89,CSF,139.64
2080000,Modern Bathroom Fixtures Navy #735,CS,100.8
2080200,Elegant Bathroom Fixtures Red #811,CS,100.8
2082300,Comfortable Watches Olive #794,CSF,130.91
2082500,Sophisticated Watches Orange #764,CSF,130.91
2082700,Sophisticated Watches Pink #523,CSF,130.91
2082900,Eco-Friendly Watches Green #563,CSF,130.91
2083900,High-Quality Watches Purple #942,CSF,139.64
2086200,High-Quality Watches Yellow #951,CSF,120.0
2086300,Comfortable Watches Lime #19,CSF,120.0
2086500,Beautiful Watches Gray #470,CSF,144.0
2086600,Beautiful Watches Olive #245,CSF,144.0
2087900,Powerful Watches Orange #984,CSF,139.64
2088100,Delicious Watches Black #61,CSF,139.64
2088400,Stylish Watches Purple #972,CSF,110.4
2088500,Useful Watches Maroon #862,CSF,110.4
2089100,Durable Musical Instruments Red #831,CSFC,130.91
2089800,Stylish Watches Olive #380,CSF,139.64
2089900,Stylish Watches Navy #736,CSF,139.64
2091802,Long-Lasting Bathroom Fixtures Lime #552,CS,96.0
2091803,High-Quality Bathroom Fixtures Gray #800,CS,96.0
2092800,Versatile Arts and Crafts Gold #34,190,54.47
2092900,Powerful Arts and Crafts Silver #696,190,7.83
2093000,Durable Arts and Crafts Gold #230,190,7.83
2093200,Eco-Friendly Watches Orange #11,CSF,122.18
2094200,High-Quality Watches Black #766,CSF,115.2
2095900,Eco-Friendly Watches Teal #469,CSF,130.91
2096300,Versatile Watches Purple #149,CSF,130.91
2101400,Sophisticated Musical Instruments Magenta #660,CSFC,130.91
2101700,Durable Musical Instruments Green #415,CSFC,130.91
2105400,Durable Hobbies Maroon #514,18,22.93
2105501,Comfortable Hobbies Olive #887,18,22.92
2105600,Fun Hobbies Olive #805,18,22.93
2109500,Powerful Hardware Red #833,OJP,237.31
2111500,Innovative Creativity Blue #278,DESA,7.67
2112100,Durable Kitchen Appliances Brown #248,CAE,4459.18
2112202,Eco-Friendly Automotive Parts and Accessories Orange #906,333,1606.63
2112800,Fun Hardware Gold #759,OJP,148.36
2114200,Modern Audiobooks White #114,33,277.45
2122500,Useful Watches Silver #588,CSF,87.27
2123000,Sophisticated Watches Olive #949,CSF,87.27
2123400,Powerful Watches Blue #738,CSF,87.27
2123600,Fun Watches Gold #800,CSF,109.09
2123700,Beautiful Watches Maroon #675,CSF,109.09
2124000,Luxurious Watches Blue #177,CSF,109.09
2124301,Comfortable Watches Blue #811,CSF,109.09
2124700,Durable Watches Yellow #140,CSF,87.27
2126400,Comfortable Bathroom Fixtures Teal #341,CS,87.28
2127700,Elegant Watches Silver #85,CSF,87.28
2127900,Long-Lasting Watches Blue #54,CSF,87.27
2130000,High-Quality Bathroom Fixtures Gold #561,CS,100.36
2140600,Delicious Building Materials Silver #949,SCF,83.6
2143300,Durable Building Materials White #573,SCF,86.83
2146400,Elegant Building Materials Gray #233,SCF,73.75
2170100,Comfortable Electronics Yellow #425,27,170.62
2170200,Durable Electronics Gray #749,27,155.26
2173800,Durable Bathroom Fixtures Yellow #465,CS,130.91
2174400,Stylish Video Games Blue #629,CPOC,31.27
2174600,Beautiful Video Games Olive #300,CPOC,24.57
2178000,Useful Collectibles Brown #768,75,332.88
2179800,Fun Personal Care Pink #404,MSH,455.12
2187700,Comfortable Kitchen Appliances Black #830,CAE,3461.12
2196601,Fun Hardware Gray #15,OJP,95.89
2196700,Sustainable Hardware Green #343,OJP,142.43
2202500,High-Quality Home Decor Olive #279,FR,106.8
2203400,Durable Home Decor Navy #174,FR,101.6
2203500,Delicious Home Decor Lime #148,FR,129.04
2205200,Powerful Hardware Gray #981,OJP,165.29
2206200,Comfortable Personal Care Lime #36,MSH,165.36
2213400,Luxurious Outdoor Gear Blue #489,60,7.72
2214700,Versatile Collectibles Black #893,75,408.98
2220400,Powerful Ebooks Purple #846,0,137.74
2220500,Modern Ebooks Gray #135,0,137.74
2220600,Useful Ebooks Silver #950,0,137.74
2226500,Luxurious Software Green #290,036,12.38
2226700,Elegant Software Purple #73,036,12.62
2228100,Sophisticated Video Games White #930,CPOC,30.12
2234500,Stylish Tools Cyan #230,BB,76.57
2236900,Beautiful Household Goods White #429,1,457.39
2237400,Long-Lasting Beauty Products Gold #198,35,76.12
2242500,Powerful Ebooks White #988,0,126.72
2242600,Sustainable Ebooks Orange #327,0,126.72
2242700,Durable Ebooks Gold #739,0,126.72
2244600,Useful Watches Pink #267,CSF,81.6
2251300,Sustainable Household Goods Lime #227,1,514.57
2251800,Stylish Musical Instruments Magenta #219,CSFC,130.91
2252200,Long-Lasting Musical Instruments Silver #550,CSFC,130.91
2252500,Innovative Musical Instruments Lime #108,CSFC,130.91
2256500,Long-Lasting Watches Cyan #358,CSF,130.91
2256900,Elegant Watches Cyan #214,CSF,109.09
2257300,Comfortable Watches Cyan #386,CSF,109.09
2257500,High-Quality Watches Maroon #404,CSF,96.0
2258800,Practical Bathroom Fixtures Magenta #432,CS,130.91
2258900,Useful Bathroom Fixtures Blue #916,CS,130.91
2259100,Powerful Bathroom Fixtures Olive #173,CS,130.91
2259300,Modern Bathroom Fixtures Magenta #832,CS,130.91
2259400,Modern Bathroom Fixtures Lime #412,CS,130.91
2260403,Long-Lasting Watches Orange #967,CSF,96.0
2261000,Luxurious Watches Purple #513,CSF,130.91
2261100,Sustainable Watches Olive #421,CSF,130.91
2261600,Innovative Watches Red #907,CSF,74.18
2261800,Powerful Watches Silver #416,CSF,74.18
2262000,Useful Watches Silver #196,CSF,74.18
2262100,Sophisticated Watches Pink #626,CSF,74.18
2267100,Fun Watches Teal #670,CSF,130.91
2267200,Useful Watches Teal #565,CSF,130.91
2267300,Versatile Watches Teal #405,CSF,130.91
2267500,Versatile Watches Gray #79,CSF,130.91
2268300,Long-Lasting Watches Magenta #567,CSF,74.18
2268600,Versatile Watches Green #173,CSF,74.18
2268902,Practical Watches Gray #202,CSF,74.18
2268903,High-Quality Watches Gray #122,CSF,74.18
2268904,High-Quality Watches Purple #847,CSF,74.18
2269000,Useful Watches White #543,CSF,109.09
2269100,Useful Watches Navy #436,CSF,109.09
2269800,Sophisticated Bathroom Fixtures Brown #379,CS,109.09
2270200,Modern Bathroom Fixtures Teal #534,CS,261.82
2270400,Luxurious Bathroom Fixtures Purple #413,CS,261.82
2270900,Powerful Watches Green #465,CSF,130.91
2271300,Beautiful Watches Green #459,CSF,130.91
2271500,Practical Watches Olive #347,CSF,130.91
2272113,Long-Lasting Watches Olive #124,CSF,109.09
2272114,Durable Watches Navy #945,CSF,109.09
2272117,Delicious Watches Black #473,CSF,117.34
2272119,Modern Watches Silver #957,CSF,117.34
2272136,Fun Watches White #265,CSF,117.34
2272200,Delicious Watches White #574,CSF,130.91
2272300,Delicious Watches Cyan #856,CSF,130.91
2272600,Fun Watches Green #805,CSF,130.91
2272800,Fun Bathroom Fixtures Red #633,CS,130.91
2273400,Delicious Bathroom Fixtures Black #434,CS,130.91
2276800,Durable Furniture Cyan #734,67,0.23
2277800,High-Quality Personal Care Blue #932,MSH,96.93
2278000,High-Quality Furniture Teal #601,67,0.14
2280300,Delicious Furniture Brown #505,67,0.19
2281100,Modern Outdoor Gear Teal #801,60,10.03
2281300,Fun Automotive Parts and Accessories Blue #168,333,1390.0
2281500,Comfortable Personal Care Teal #914,MSH,349.04
2283500,Fun Furniture Navy #56,67,0.38
2283600,Sophisticated Furniture Blue #817,67,0.22
2293400,Delicious Lighting Yellow #972,17,54.3
2294700,Delicious Musical Accessories Orange #489,CBP,65.91
2299900,Luxurious Home Decor Silver #993,FR,13.99
2302900,Beautiful Furniture Cyan #883,67,0.16
2303800,Stylish Furniture Navy #346,67,0.36
2304400,Versatile Furniture Lime #316,67,0.32
2305300,High-Quality Furniture Cyan #429,67,0.09
2305600,Modern Furniture Black #241,67,0.51
2306000,Versatile Furniture Silver #225,67,0.28
2306400,Sustainable Furniture Lime #631,67,0.37
2306500,High-Quality Furniture Maroon #817,67,0.4
2307300,Useful Furniture Lime #534,67,0.12
2307400,Elegant Furniture Magenta #363,67,0.14
2307600,Modern Furniture Green #985,67,0.09
2307700,Luxurious Furniture Navy #224,67,0.1
2307900,Useful Furniture Maroon #409,67,0.09
2308100,Practical Furniture Pink #746,67,0.18
2308600,Durable Furniture Blue #767,67,0.14
2308700,Versatile Furniture Silver #46,67,0.17
2309200,Versatile Furniture White #93,67,1.51
2310100,Useful Furniture Navy #977,67,1.75
2310200,Powerful Furniture Green #345,67,1.46
2312000,Versatile Furniture Silver #620,67,1.59
2312100,Elegant Furniture Olive #787,67,1.77
2313300,Luxurious Beverages Blue #48,38,137.39
2315500,Modern Video Games Lime #108,HBE,47.03
2317700,Long-Lasting Office Supplies White #298,DLN,8.25
2317901,Fun Office Supplies Orange #84,DLN,11.14
2318300,Comfortable Video Games Olive #32,CPOC,22.57
2318500,High-Quality Video Games Olive #259,CPOC,44.85
2318700,Practical Video Games Olive #257,CPOC,34.34
2318800,Innovative Womens Watches Purple #97,ALD,428.88
2320703,Sustainable Bathroom Fixtures Red #347,CS,117.34
2320705,Versatile Bathroom Fixtures Purple #469,CS,104.76
2320706,Delicious Bathroom Fixtures Red #364,CS,104.76
2320707,Elegant Bathroom Fixtures Red #244,CS,104.76
2320708,Sustainable Bathroom Fixtures Gold #698,CS,104.76
2320709,Useful Bathroom Fixtures Lime #963,CS,92.01
2320714,Beautiful Bathroom Fixtures Pink #187,CS,104.76
2320716,Delicious Bathroom Fixtures Maroon #738,CS,104.76
2326500,Fun Clothing Gold #826,130,13.74
2326600,Practical Clothing Lime #328,130,10.01
2326700,Durable Clothing Olive #648,130,9.27
2329500,Stylish Ebooks Cyan #128,0,46.19
2329600,Eco-Friendly Ebooks Olive #968,0,46.19
2330600,Elegant Building Materials Red #984,SCF,65.01
2330700,Beautiful Building Materials Silver #749,SCF,65.01
2330900,Powerful Building Materials Black #57,SCF,65.01
2331400,Versatile Books Teal #4,49,52.66
2331600,Durable Books Black #272,49,52.66
2331700,Luxurious Books Blue #117,49,47.88
2331800,Luxurious Books Blue #204,49,73.57
2332100,Versatile Books Blue #885,49,73.57
2332101,Beautiful Books Cyan #80,49,73.57
2332102,Beautiful Books Teal #82,49,73.57
2339400,Versatile Outdoor Gear Orange #742,60,1.5
2339700,Elegant Books Red #341,49,61.65
2343700,Eco-Friendly Household Goods Blue #113,1,202.22
2343800,Luxurious Household Goods Maroon #314,1,235.93
2344000,Beautiful Household Goods Magenta #185,1,160.23
2344600,Comfortable Household Goods Brown #627,1,235.93
2345000,Versatile Household Goods Navy #838,1,235.93
2346800,Comfortable Cleaning Supplies Navy #326,19,1856.98
2350600,Fun Clothing Black #379,130,7.42
2351100,Stylish Mens Watches Cyan #92,69,7.95
2351300,Sustainable Gaming Accessories Magenta #954,34,2138.84
2358400,Sustainable Office Supplies Teal #146,DLN,13.92
2358600,Useful Office Supplies White #283,DLN,12.58
2359401,Powerful Building Materials Navy #506,SCF,86.83
2359402,Comfortable Building Materials Gold #116,SCF,86.83
2359404,Long-Lasting Building Materials Navy #567,SCF,86.83
2359411,Stylish Building Materials Blue #789,SCF,86.83
2359412,Sophisticated Building Materials White #923,SCF,86.83
2359414,Stylish Building Materials Red #573,SCF,86.83
2359436,Sophisticated Building Materials Olive #819,SCF,86.83
2359437,Practical Building Materials Silver #749,SCF,86.83
2359438,Sophisticated Building Materials Green #883,SCF,86.83
2359601,Innovative Building Materials Purple #9,SCF,95.56
2359602,Eco-Friendly Building Materials Lime #255,SCF,95.56
2359603,Powerful Building Materials Silver #725,SCF,95.56
2359604,Practical Building Materials Maroon #93,SCF,95.56
2359605,Innovative Building Materials Olive #196,SCF,95.56
2359625,Stylish Building Materials Lime #635,SCF,95.56
2359629,Versatile Building Materials Blue #362,SCF,95.56
2359630,Comfortable Building Materials Gold #250,SCF,95.56
2359726,Long-Lasting Building Materials Magenta #326,SCF,113.01
2359728,Eco-Friendly Building Materials Green #646,SCF,113.01
2359729,Powerful Building Materials Gray #553,SCF,113.02
2359746,Sophisticated Building Materials Gold #915,SCF,156.65
2359748,Useful Building Materials Yellow #115,SCF,156.64
2360000,Sustainable Watches Gold #571,CSF,130.91
2366200,Stylish Hardware Yellow #682,OJP,284.8
2366300,High-Quality Hardware Gray #626,OJP,237.31
2366403,Sophisticated Hardware Maroon #892,OJP,284.8
2366404,Comfortable Hardware Orange #903,OJP,284.8
2368600,Luxurious Sports Equipment Red #904,MCT,74.15
2368700,Practical Sports Equipment Black #268,MCT,74.15
2370500,Versatile Office Supplies Navy #400,DLN,14.01
2370501,Delicious Office Supplies Maroon #474,DLN,12.58
2372600,Practical Watches White #227,CSF,96.0
2374500,Sophisticated Cleaning Supplies Red #279,19,114.06
2374600,Stylish Books Purple #124,49,256.64
2374700,Elegant Books Black #270,49,224.25
